1|1|form|20|20|20|20
1|1|form|20|20|20|20
1|2|form|20|20|20|20
2|1|form|20|20|20|20
2|1|form|20|20|20|20
2|2|form|20|20|20|20
3|1|form|20|20|20|20
3|1|form|20|20|20|20
3|2|form|20|20|20|20
4|1|form|20|20|20|20
4|1|form|20|20|20|20
4|2|form|20|20|20|20
5|3|form|20|20|20|20
5|2|form|20|20|20|20
5|3|form|20|20|20|20
10|1|form|20|20|20|20
10|2|form|20|20|20|20
10|3|form|20|20|20|20
20|1|form|20|20|20|20
20|2|form|20|20|20|20
20|3|form|20|20|20|20
30|1|form|20|20|20|20
30|2|form|20|20|20|20
30|3|form|20|20|20|20
40|1|form|20|20|20|20
40|2|form|20|20|20|20
40|3|form|20|20|20|20
50|1|form|20|20|20|20
50|2|form|20|20|20|20
50|3|form|20|20|20|20
60|1|form|20|20|20|20
60|2|form|20|20|20|20
60|3|form|20|20|20|20
70|1|form|20|20|20|20
70|2|form|20|20|20|20
70|3|form|20|20|20|20
80|1|form|20|20|20|20
80|2|form|20|20|20|20
80|3|form|20|20|20|20
90|1|form|20|20|20|20
90|2|form|20|20|20|20
90|3|form|20|20|20|20
100|1|form|20|20|20|20
100|2|form|20|20|20|20
100|3|form|20|20|20|20
110|1|form|20|20|20|20
110|2|form|20|20|20|20
110|3|form|20|20|20|20
120|1|form|20|20|20|20
120|2|form|20|20|20|20
120|3|form|20|20|20|20
130|1|form|20|20|20|20
130|2|form|20|20|20|20
130|3|form|20|20|20|20
140|1|form|20|20|20|20
140|2|form|20|20|20|20
140|3|form|20|20|20|20
150|1|form|20|20|20|20
150|2|form|20|20|20|20
150|3|form|20|20|20|20
160|1|form|20|20|20|20
160|2|form|20|20|20|20
160|3|form|20|20|20|20
170|1|form|20|20|20|20
170|2|form|20|20|20|20
170|3|form|20|20|20|20
180|1|form|20|20|20|20
180|2|form|20|20|20|20
180|3|form|20|20|20|20
190|1|form|20|20|20|20
190|2|form|20|20|20|20
190|3|form|20|20|20|20
200|1|form|20|20|20|20
200|2|form|20|20|20|20
200|3|form|20|20|20|20
210|1|form|20|20|20|20
210|2|form|20|20|20|20
210|3|form|20|20|20|20
220|1|form|20|20|20|20
220|2|form|20|20|20|20
220|3|form|20|20|20|20
230|1|form|20|20|20|20
230|2|form|20|20|20|20
230|3|form|20|20|20|20
240|1|form|20|20|20|20
240|2|form|20|20|20|20
240|3|form|20|20|20|20
250|1|form|20|20|20|20
250|2|form|20|20|20|20
250|3|form|20|20|20|20
260|1|form|20|20|20|20
260|2|form|20|20|20|20
260|3|form|20|20|20|20
270|1|form|20|20|20|20
270|2|form|20|20|20|20
270|3|form|20|20|20|20
280|1|form|20|20|20|20
280|2|form|20|20|20|20
280|3|form|20|20|20|20
290|1|form|20|20|20|20
290|2|form|20|20|20|20
290|3|form|20|20|20|20
300|1|form|20|20|20|20
300|2|form|20|20|20|20
300|3|form|20|20|20|20
310|1|form|20|20|20|20
310|2|form|20|20|20|20
310|3|form|20|20|20|20
320|1|form|20|20|20|20
320|2|form|20|20|20|20
320|3|form|20|20|20|20
330|1|form|20|20|20|20
330|2|form|20|20|20|20
330|3|form|20|20|20|20
340|1|form|20|20|20|20
340|2|form|20|20|20|20
340|3|form|20|20|20|20
350|1|form|20|20|20|20
350|2|form|20|20|20|20
350|3|form|20|20|20|20
360|1|form|20|20|20|20
360|2|form|20|20|20|20
360|3|form|20|20|20|20
370|1|form|20|20|20|20
370|2|form|20|20|20|20
370|3|form|20|20|20|20
380|1|form|20|20|20|20
380|2|form|20|20|20|20
380|3|form|20|20|20|20
390|1|form|20|20|20|20
390|2|form|20|20|20|20
390|3|form|20|20|20|20
400|1|form|20|20|20|20
400|2|form|20|20|20|20
400|3|form|20|20|20|20
410|1|form|20|20|20|20
410|2|form|20|20|20|20
410|3|form|20|20|20|20
420|1|form|20|20|20|20
420|2|form|20|20|20|20
420|3|form|20|20|20|20
430|1|form|20|20|20|20
430|2|form|20|20|20|20
430|3|form|20|20|20|20
440|1|form|20|20|20|20
440|2|form|20|20|20|20
440|3|form|20|20|20|20
450|1|form|20|20|20|20
450|2|form|20|20|20|20
450|3|form|20|20|20|20
460|1|form|20|20|20|20
460|2|form|20|20|20|20
460|3|form|20|20|20|20
470|1|form|20|20|20|20
470|2|form|20|20|20|20
470|3|form|20|20|20|20
480|1|form|20|20|20|20
480|2|form|20|20|20|20
480|3|form|20|20|20|20
490|1|form|20|20|20|20
490|2|form|20|20|20|20
490|3|form|20|20|20|20
500|1|form|20|20|20|20
500|2|form|20|20|20|20
500|3|form|20|20|20|20
510|1|form|20|20|20|20
510|2|form|20|20|20|20
510|3|form|20|20|20|20
520|1|form|20|20|20|20
520|2|form|20|20|20|20
520|3|form|20|20|20|20
530|1|form|20|20|20|20
530|2|form|20|20|20|20
530|3|form|20|20|20|20
540|1|form|20|20|20|20
540|2|form|20|20|20|20
540|3|form|20|20|20|20
550|1|form|20|20|20|20
550|2|form|20|20|20|20
550|3|form|20|20|20|20
560|1|form|20|20|20|20
560|2|form|20|20|20|20
560|3|form|20|20|20|20
570|1|form|20|20|20|20
570|2|form|20|20|20|20
570|3|form|20|20|20|20
580|1|form|20|20|20|20
580|2|form|20|20|20|20
580|3|form|20|20|20|20
590|1|form|20|20|20|20
590|2|form|20|20|20|20
590|3|form|20|20|20|20
600|1|form|20|20|20|20
600|2|form|20|20|20|20
600|3|form|20|20|20|20
610|1|form|20|20|20|20
610|2|form|20|20|20|20
610|3|form|20|20|20|20
620|1|form|20|20|20|20
620|2|form|20|20|20|20
620|3|form|20|20|20|20
630|1|form|20|20|20|20
630|2|form|20|20|20|20
630|3|form|20|20|20|20
640|1|form|20|20|20|20
640|2|form|20|20|20|20
640|3|form|20|20|20|20
650|1|form|20|20|20|20
650|2|form|20|20|20|20
650|3|form|20|20|20|20
660|1|form|20|20|20|20
660|2|form|20|20|20|20
660|3|form|20|20|20|20
670|1|form|20|20|20|20
670|2|form|20|20|20|20
670|3|form|20|20|20|20
680|1|form|20|20|20|20
680|2|form|20|20|20|20
680|3|form|20|20|20|20
690|1|form|20|20|20|20
690|2|form|20|20|20|20
690|3|form|20|20|20|20
700|1|form|20|20|20|20
700|2|form|20|20|20|20
700|3|form|20|20|20|20
710|1|form|20|20|20|20
710|2|form|20|20|20|20
710|3|form|20|20|20|20
720|1|form|20|20|20|20
720|2|form|20|20|20|20
720|3|form|20|20|20|20
730|1|form|20|20|20|20
730|2|form|20|20|20|20
730|3|form|20|20|20|20
740|1|form|20|20|20|20
740|2|form|20|20|20|20
740|3|form|20|20|20|20
750|1|form|20|20|20|20
750|2|form|20|20|20|20
750|3|form|20|20|20|20
760|1|form|20|20|20|20
760|2|form|20|20|20|20
760|3|form|20|20|20|20
770|1|form|20|20|20|20
770|2|form|20|20|20|20
770|3|form|20|20|20|20
780|1|form|20|20|20|20
780|2|form|20|20|20|20
780|3|form|20|20|20|20
790|1|form|20|20|20|20
790|2|form|20|20|20|20
790|3|form|20|20|20|20
800|1|form|20|20|20|20
800|2|form|20|20|20|20
800|3|form|20|20|20|20
810|1|form|20|20|20|20
810|2|form|20|20|20|20
810|3|form|20|20|20|20
820|1|form|20|20|20|20
820|2|form|20|20|20|20
820|3|form|20|20|20|20
830|1|form|20|20|20|20
830|2|form|20|20|20|20
830|3|form|20|20|20|20
840|1|form|20|20|20|20
840|2|form|20|20|20|20
840|3|form|20|20|20|20
850|1|form|20|20|20|20
850|2|form|20|20|20|20
850|3|form|20|20|20|20
860|1|form|20|20|20|20
860|2|form|20|20|20|20
860|3|form|20|20|20|20
870|1|form|20|20|20|20
870|2|form|20|20|20|20
870|3|form|20|20|20|20
880|1|form|20|20|20|20
880|2|form|20|20|20|20
880|3|form|20|20|20|20
890|1|form|20|20|20|20
890|2|form|20|20|20|20
890|3|form|20|20|20|20
900|1|form|20|20|20|20
900|2|form|20|20|20|20
900|3|form|20|20|20|20
910|1|form|20|20|20|20
910|2|form|20|20|20|20
910|3|form|20|20|20|20
920|1|form|20|20|20|20
920|2|form|20|20|20|20
920|3|form|20|20|20|20
930|1|form|20|20|20|20
930|2|form|20|20|20|20
930|3|form|20|20|20|20
940|1|form|20|20|20|20
940|2|form|20|20|20|20
940|3|form|20|20|20|20
950|1|form|20|20|20|20
950|2|form|20|20|20|20
950|3|form|20|20|20|20
960|1|form|20|20|20|20
960|2|form|20|20|20|20
960|3|form|20|20|20|20
970|1|form|20|20|20|20
970|2|form|20|20|20|20
970|3|form|20|20|20|20
980|1|form|20|20|20|20
980|2|form|20|20|20|20
980|3|form|20|20|20|20
990|1|form|20|20|20|20
990|2|form|20|20|20|20
990|3|form|20|20|20|20
1000|1|form|20|20|20|20
1000|2|form|20|20|20|20
1000|3|form|20|20|20|20
